ID,Last Updated,Current Ver,Android Ver,Installs,Size
8506,2018-03-20,1.1,4.1,100,17
8507,2017-09-26,1,4,100,3
8508,2017-09-22,3.1.0,4.1,100,5.3
8509,2018-06-26,0.38.1,4.3,100000,30
8510,2018-07-25,1,4.1,1,3.3
8511,2017-05-15,1.0.0,4,10,2.5
8512,2017-11-03,6.4.0,4,50000,2
8513,2017-11-03,Varies with device,Varies with device,10000000,Varies with device
8514,2018-05-22,2.0.9,4,5000000,6.3
8515,2018-07-25,Varies with device,Varies with device,50000000,Varies with device
8516,2018-06-13,2.0.7,4.1,10000000,2.3
8517,2017-10-31,2.5,4.1,100000,7.2
8518,2017-08-30,20170828,Varies with device,1000000,Varies with device
8519,2018-01-03,1.1.6,2.3,10000000,2.2
8520,2018-04-03,3.5.5,4.1,1000000,6.2
8521,2018-08-04,1.0.5,2.3,1000000,1.7
8522,2018-03-23,2.0.4,4.1,1000,10
8523,2018-08-04,5.19,4.0.3 ,5000000,3.2
8524,2018-05-02,18.1.79,5,10000,30
8525,2018-05-29,3.1.2,5,5000,11
8526,2018-06-12,2.0.7,4.1,5000000,2.4
8527,2018-07-29,1.0.5,4,10,1.7
8528,2018-04-12,12.04.18,3,100000,3.3
8529,2018-08-02,2.0.7,4.4,10000000,13
8530,2018-07-04,3.48,4.0.3 ,5000000,3.2
8531,2018-01-12,1.0.184,4.2,10000,7.9
8532,2016-09-20,2.1.3,4,1000000,5.2
8533,2018-08-02,5.03,4.1,1000000,22
8534,2016-07-13,4.1.9o,4,1000000,1.6
8535,2018-05-24,1.0.81,4.1,50000,9.4
8536,2018-08-03,1.0.8,4.4,10000000,5.4
8537,2015-09-17,1,2.2,10000,1.1
8538,2017-12-20,2,4,10000000,3.3
8539,2016-03-04,2.1,2.3.3 ,1000000,5.5
8540,2016-10-25,1.0.4,4.2,100000,4.2
8541,2018-04-03,1.5.2,4.1,1000000,10
8542,2018-06-13,2.7.5,4.2,1000000,5
8543,2017-03-19,3.1.8,2.3,1000000,2.9
8544,2018-07-09,1,4.0.3 ,10000,30
8545,2018-01-12,1.1.10a,4,10000,5.4
8546,2018-03-03,3.20.3,4.4,5000,3.7
8547,2018-06-03,0.3.7,4.4,5000,2.9
8548,2017-01-19,1.14b,3,100000,3
8549,2018-02-07,3.8.8,2.2,5000,4.2
8550,2016-08-05,1.7.2,3,1000,11
8551,2018-01-17,1,4.3,1000,3
8552,2018-05-21,HTTPs,4.1,1000,6.3
8553,2018-06-07,1.1.2,4.0.3 ,5000,20
8554,2018-07-23,2.0.9,4.1,10000,97
8555,2013-10-04,1,2.1,1000,259k
8556,2017-02-22,2,2.3,1000,4.9
8557,2017-12-20,1.3,4.0.3 ,10,11
8558,2017-09-20,2.4.0,4.0.3 ,1000,36
8559,2013-02-03,1.6,2.2,5000,164k
8560,2017-04-26,1.1.1,4.1,1000,3
8561,2018-08-01,2.3,2.3.3 ,1000,16
8562,2014-11-26,1,4.1,100,458k
8563,2014-02-22,1,2.2,10000,245k
8564,2018-07-26,2.0.1,4.3,1000,5.2
8565,2018-04-04,1.9.1,6,5000,5.7
8566,2018-05-14,1.2,2.1,5,3.3
8567,2018-05-11,1,4.1,10,27
8568,2017-10-14,30,3.2,100,10
8569,2018-06-26,2.1.0,4.4,100,7.8
8570,2017-11-21,1.5,4.0.3 ,5000,8.5
8571,2017-07-06,1.4.2,4.1,500000,5.9
8572,2015-01-31,1.0.0,2.3.3 ,50,629k
8573,2017-07-11,2.1,4.1,500,1.7
8574,2017-09-27,4.0.30,5,100,92
8575,2016-06-01,2.2.3,4,5000,21
8576,2015-06-25,1.1,2.2,100,1.2
8577,2018-07-28,1.4.6,4.0.3 ,100,33
8578,2018-07-31,2.1.4,4.0.3 ,50,35
8579,2018-01-14,Varies with device,Varies with device,5,Varies with device
8580,2018-03-07,1,4,10,2.4
8581,2018-06-18,1.0.4,2.3,10,11
8582,2018-06-13,21 - Rel2.0,3,100,23
8583,2018-08-01,1.0.5,4.4,100,4
8584,2018-03-10,Varies with device,Varies with device,10,Varies with device
8585,2018-07-02,3.2.1.258,5,10000,17
8586,2017-02-01,2.0.0,4.1,10000,4.1
8587,2016-06-13,1.15,2.3.3 ,1000,28k
8588,2014-03-13,1,4,100,1.8
8589,2018-07-13,2.1.2,5,50,3.4
8590,2018-05-24,1.3.2,4.4,50000,32
8591,2013-02-10,0.6.11,2.1,10000,288k
8592,2018-07-23,1,4,10,4.2
8593,2018-07-04,4.2.7,4.4,100000,17
8594,2018-06-07,7.17.2.0,5,500,18
8595,2018-05-23,2.1.1,5,5000,37
8596,2018-07-26,3.2.7,4.1,100000,15
8597,2018-06-25,1.4,4.4,10,3.8
8598,2018-06-01,1.0.0,4,10,21
8599,2015-10-21,1,2.3,50,4.2
8600,2018-04-08,1.0.2,4.1,500,28
8601,2018-04-28,1,4.0.3 ,10,2.3
8602,2013-09-05,1.11,3,100,775k
8603,2018-07-31,3.9.17,4.0.3 ,100,10
8604,2018-04-30,1.1.2,4.0.3 ,100,5.9
8605,2017-12-03,2.5.0,4.0.3 ,5000,33
8606,2018-06-09,1.0.2,4.1,5,7.5
8607,2018-03-26,1.0.0,4,10,19
8608,2016-07-15,1.1,2.3,10,3.8
8609,2018-07-30,2.2.2.1,4,50000,4
8610,2018-02-13,Varies with device,Varies with device,100000,Varies with device
8611,2018-07-17,1.2.0,4.3,100000,62
8612,2017-09-02,Varies with device,Varies with device,1000000,Varies with device
8613,2018-04-09,1.0.0,4,1,7.6
8614,2018-08-06,14.4.4.00,4.1,1000000,27
8615,2018-07-07,1.1,4.4,0,2.1
8616,2014-11-20,2.1.1,2.3,100000,15
8617,2017-05-03,12,1.6,1000,3.4
8618,2018-04-20,1.6.2,4,500000,30
8619,2018-01-31,1.5.3,4,50000,18
8620,2016-10-30,2.0.0,4.1,50000,5.3
8621,2017-12-03,2.5.0,4.0.3 ,1000000,31
8622,2018-06-05,0.1.27,4.1,50000,50
8623,2018-07-04,1.3,4.1,50000,22
8624,2017-05-24,1.1.0,3.1,10000,2.6
8625,2018-07-24,1.2.0,4.4,5000000,86
8626,2018-07-19,1.1.7,4.4,5000000,71
8627,2018-07-26,1.0.9,4.4,1000000,32
8628,2018-01-05,18,4,1000000,9.2
8629,2018-08-06,Varies with device,Varies with device,100000000,Varies with device
8630,2018-07-31,1.36.82,4.4,1000000,16
8631,2018-08-05,Varies with device,Varies with device,10000000,Varies with device
8632,2018-07-30,3.12.4,Varies with device,10000000,Varies with device
8633,2018-06-06,4.3.19,2.3.3 ,10000000,4.2
8634,2018-03-19,3.0.17,4,5000000,3.5
8635,2018-01-25,2.3.2,5,1000000,Varies with device
8636,2018-07-18,7.3.30,4.1,10000000,60
8637,2018-08-06,Varies with device,Varies with device,100000000,Varies with device
8638,2016-06-08,1.0.4,4,100000,5.9
8639,2015-10-13,1.4.2,2.3,5000000,78
8640,2018-04-13,Varies with device,Varies with device,50000000,Varies with device
8641,2018-08-05,12.8.2,4.4,10000000,12
8642,2018-03-21,2.68.14,4,1000000,4.9
8643,2018-05-29,Varies with device,Varies with device,1000000,Varies with device
8644,2018-04-06,Varies with device,Varies with device,10000000,Varies with device
8645,2017-04-19,2.7.3,4,1000000,3
8646,2016-12-10,2,4.4,100000,6.3
8647,2018-07-25,Varies with device,Varies with device,10000000,Varies with device
8648,2018-08-05,0.21.1,4.1,500000,8.4
8649,2014-11-03,2.3.5,2.1,1000000,4
8650,2017-11-22,2.10.1,6,100000,1.9
8651,2013-09-28,2,1.5,1000000,201k
8652,2018-08-04,1.2.187-83,4,1000000,5
8653,2018-07-21,67,4.1,500000,4
8654,2018-06-19,2.8.12,5,100000,30
8655,2018-08-06,Varies with device,Varies with device,1000000,Varies with device
8656,2018-06-09,1.4.9,4.1,1000000,9
8657,2018-01-10,2.2 (Protostar),4,500000,8.5
8658,2018-06-18,Varies with device,Varies with device,100000,Varies with device
8659,2018-06-27,Varies with device,Varies with device,100000000,Varies with device
8660,2016-02-01,1.1.7,4,1000000,13
8661,2018-06-21,2.1.2,4.1,100000,3.4
8662,2018-02-06,2.7.92,4.4,100000,20
8663,2018-07-17,2.22,4,50000,4.4
8664,2015-02-05,1.4,2.3,1000000,8.3
8665,2018-07-09,0.3.1,5,100000,19
8666,2018-07-26,2.3.0,4.1,100000,6.4
8667,2017-11-27,1.5.2,2.3,1000000,2.4
8668,2018-08-04,Varies with device,Varies with device,10000000,Varies with device
8669,2017-11-07,1.3.0,5,1000000,5.3
8670,2018-07-01,7,4.1,100000,5.2
8671,2017-04-12,1.6.1,4.0.3 ,10000000,70
8672,2016-09-16,1.0.7,4.0.3 ,500000,41
8673,2017-06-28,1,4.1,10000,1.9
8674,2017-07-07,1,4.3,100000,39
8675,2018-05-10,1.8,4,500000,5.8
8676,2018-06-23,2.7,4.0.3 ,1000000,11
8677,2018-02-17,2.4.2,4.0.3 ,100000,6.9
8678,2018-08-04,1.5,4.1,5000,15
8679,2018-01-09,1.13,4.1,500000,4.7
8680,2017-05-26,1.2,4.0.3 ,50000,8.2
8681,2018-04-29,1.00.15,4.1,100000,18
8682,2018-08-04,4.1.0,4.1,100000,4.4
8683,2017-03-29,1,4.0.3 ,10000,15
8684,2018-05-20,2.3.1,4.3,500000,9.4
8685,2017-08-11,1.0.1,3,100000,3
8686,2017-04-13,1,4.0.3 ,5000,12
8687,2018-08-03,1.4,4.0.3 ,100000,3.4
8688,2016-03-19,1.5,2.2,100000,5.1
8689,2017-10-19,1,4.1,1000,2
8690,2018-05-07,1.8,4,1000000,3.2
8691,2018-06-28,1.1,4,1000,5.2
8692,2017-05-12,1.3,4.0.3 ,5000,11
8693,2018-07-12,2.1.5,4.0.3 ,1000,14
8694,2017-09-29,2.5,4.1,10000,7.7
8695,2018-05-31,1.7,4.1,10000,12
8696,2018-08-01,1.6,4.2,100000,3.8
8697,2015-12-23,1,2.3.3 ,100000,8.1
8698,2017-11-29,1.2.1,4.1,50000,5.4
8699,2018-05-30,1,4.0.3 ,100,5.7
8700,2017-05-16,1,4.0.3 ,5000,10
8701,2018-06-20,6.1,4.0.3 ,100000,8.7
8702,2017-07-22,1,4,10000,3.8
8703,2017-11-29,7.6.5,4.1,10000,5.6
8704,2017-12-29,DPSTATUS1.0.1,4.0.3 ,10000,3.8
8705,2018-08-04,1.0.4,4.2,5000,4.1
8706,2018-01-01,20,4.1,5000,11
8707,2018-01-05,1.0.4,4.0.3 ,1000,5.7
8708,2018-05-31,9,4.1,10000,3.8
8709,2018-05-03,1.47,4.3,500000,9.1
8710,2017-03-26,2.0.5,4.0.3 ,5000,2.5
8711,2018-06-15,5.2,4.4,1000,6.7
8712,2015-09-01,1,4,5000,11
8713,2018-01-04,1,4.1,10000,7.7
8714,2017-06-15,15|06|17,4.1,50000,7
8715,2018-07-25,2.1.0,4.1,100000,43
8716,2018-05-18,1.4.1,4.1,100000,13
8717,2017-12-20,1.1,4,10000,20
8718,2018-07-16,1.4.0,4.1,500000,59
8719,2018-07-18,1,5,100,3.9
8720,2017-04-04,1.1.4,4,50000,27
8721,2018-04-17,1.1,4.1,1000,16
8722,2018-03-09,1.0.5,4,10000,63
8723,2016-11-22,1.5.10.NA,3.2,10000,12
8724,2017-03-10,1.0.7,2.3,100000,30
8725,2018-03-09,1.0.5,4,10000,44
8726,2018-07-31,3.3.6,4.4,1000000,43
8727,2018-08-01,1.0.4,2.3,100000,17
8728,2018-07-31,5.15.0,4.4,10000000,42
8729,2015-10-05,1.2,4.2,500,6.3
8730,2018-07-06,1.1,2.1,1,2.6
8731,2018-03-17,di-v3.4.0.4,4.3,100000,20
8732,2018-07-30,5.0.4,4.2,1000000,16
8733,2016-04-28,1.2.3,3.2,1000000,13
8734,2018-06-12,2.0.4,4.2,100000,6.3
8735,2016-03-10,3.2,2.2,10000,2.7
8736,2018-04-10,1.9.0,4.2,500000,56
8737,2017-03-15,1.1.3,2.3.3 ,100000,1.1
8738,2018-07-12,1.3.1,4.4,100000,26
8739,2018-07-09,1.1.4g,4.1,100000,56
8740,2012-11-11,1.1.6,2.2,100000,785k
8741,2013-07-17,1.3,2.3,100000,25
8742,2013-11-20,1.5,2.1,10000000,4.7
8743,2018-02-04,1.5,4.1,10000,6
8744,2018-04-11,1.2,4.3,100000,4.9
8745,2018-04-12,5.7.0,4.4,1000000,18
8746,2013-11-25,1.6,Varies with device,1000000,Varies with device
8747,2018-06-20,5.0.0,4.4,1000000,66
8748,2018-07-24,7.9.0.0,4.4,1000000,41
8749,2018-02-21,2.55,4.1,1000000,96
8750,2018-08-07,0.0.80,4.1,1000000,76
8751,2018-07-13,3.1.0,4,1000,4.2
8752,2018-08-06,4.4.2,5,1000000,36
8753,2018-05-22,1.1.0,4,100,3.9
8754,2018-04-03,2.2.0,4.1,100000,24
8755,2018-08-01,4.11.1,4.4,10000000,35
8756,2016-04-29,2.3.9,3.2,1000,23
8757,2018-03-06,1.14,4.0.3 ,50000000,13
8758,2018-05-03,1.32,4.0.3 ,10000000,19
8759,2018-07-10,Varies with device,Varies with device,100000000,Varies with device
8760,2018-05-28,3.2.0.169,2.3,5000000,7.6
8761,2018-07-05,1.8,4.1,100000,96
8762,2017-09-21,1.5,4.0.3 ,500000,35
8763,2018-08-03,Varies with device,Varies with device,1000000,Varies with device
8764,2018-01-18,3.1,4,1000000,81
8765,2018-07-24,1.29,4,1000000,95
8766,2018-07-26,2.2.82,4,1000000,10
8767,2018-08-06,3.0.1114,4.1,10000000,21
8768,2018-06-25,3.0.6,4.4,500000,4.7
8769,2018-05-12,1,4.1,1000000,27
8770,2018-07-26,1.39,4.1,10000000,25
8771,2018-01-06,1.11,4.1,1000000,3.4
8772,2018-07-28,2.5,4.0.3 ,10000,33
8773,2018-01-03,1.06,4.1,500000,5.7
8774,2018-01-04,1.06,4.1,500000,3.1
8775,2018-07-20,Varies with device,Varies with device,10000000,Varies with device
8776,2018-01-03,1.05,4.1,1000000,4.3
8777,2018-01-15,1.54,4.0.3 ,5000000,4.5
8778,2016-07-21,1,4,10000,46
8779,2018-06-29,1.2,4.1,500,33
8780,2017-04-26,1.7,4,50000,58
8781,2015-01-15,1.01,4,100000,9.3
8782,2018-03-31,1.2.7,4,100000,6.2
8783,2018-01-14,1.41,4.0.3 ,1000000,6.7
8784,2017-12-17,3.3,4.1,1000000,41
8785,2018-02-28,5.3.8,4,10000,6
8786,2014-12-09,1.8,4,50000,9.5
8787,2018-04-30,1.8,4.4,100000,60
8788,2018-07-23,1,7,100,31
8789,2016-10-31,1.3,4.0.3 ,1000000,36
8790,2018-06-10,2,4,100000,4.3
8791,2017-03-08,2.1.0,4.0.3 ,10000,1.5
8792,2018-06-14,2.1,4.1,10000,68
8793,2015-01-26,1.1,2.2,1000,1.2
8794,2018-02-26,2.05,4.0.3 ,10000,12
8795,2018-05-15,2.0.1077,4.1,10000000,22
8796,2013-12-05,1.6,2.0.1 ,50000,45
8797,2017-08-10,1.01,4,1000000,62
8798,2018-08-02,2.16,4.1,1000000,80
8799,2016-09-01,1.1,2.3,1000,34
8800,2017-12-30,1.05,4.1,500000,3.5
8801,2016-02-17,1.96,4,100000,67
8802,2016-02-16,1.6,4,50000,58
8803,2018-01-02,1.24,4.1,1000000,5.1
8804,2017-04-05,0.1,2.3,5000,5.5
8805,2016-07-19,r2.5.0.3a,2.3,1000000,12
8806,2018-07-26,pb1.0.0.1,4.0.3 ,1000000,19
8807,2018-07-26,pb1.0.0.1,4.0.3 ,1000000,19
8808,2016-02-12,47,2.3.3 ,10000000,8.8
8809,2017-10-18,2,4,500000,11
8810,2018-05-23,4.11.0,4.1,1000000,12
8811,2018-07-19,2.0.1,5,500000,32
8812,2018-05-23,1.12.0,4.1,5000000,22
8813,2018-05-23,2.8.0,4,500000,38
8814,2018-07-17,Varies with device,Varies with device,1000000,Varies with device
8815,2018-08-06,Varies with device,Varies with device,1000000,Varies with device
8816,2018-06-11,1.10.1,4.4,100000,60
8817,2018-07-26,3.0.1,4.1,500000,35
8818,2018-06-13,1.1.8,4.1,50000,15
8819,2018-08-05,2.1.1,4.1,50000,43
8820,2018-08-02,Varies with device,5,100000,Varies with device
8821,2018-03-23,2.0.180226.1,4,500,4.4
8822,2015-03-21,1,2.3,1000,2.1
8823,2018-06-13,Varies with device,Varies with device,50000,Varies with device
8824,2017-01-30,Varies with device,Varies with device,100,Varies with device
8825,2016-01-19,1,2.3,100,23
8826,2014-05-19,1,1.5,50,2.3
8827,2018-03-23,2.0.180226.1,4.2,500,636k
8828,2018-07-09,3.67,2.3.3 ,100000,4.2
8829,2017-11-03,1.7,4.4,50,4.6
8830,2018-01-29,1.2.0.9,5,1000,7.9
8831,2013-06-05,1,1.5,100000,1.4
8832,2018-03-05,2,4.2,10,21
8833,2017-10-23,0.2,2.2,1000,916k
8834,2018-04-27,1.7.7,4.1,100,28
8835,2018-05-22,2.983,5,500,1.6
8836,2018-05-04,1.7.3,2.3,1000000,84
8837,2018-03-22,6.93,2.3.3 ,1000000,6.6
8838,2016-05-14,6,2,10000000,12
8839,2018-08-03,1.2.2,4.1,1000,14
8840,2018-05-21,1.2,4.1,5,38
8841,2017-02-12,0.5,4,500,5
8842,2017-08-15,5.1,4.1,10000,2.9
8843,2017-11-21,1,4.4,10,1.4
8844,2018-07-03,2,4.1,100,8.4
8845,2015-05-30,2.2,2.3,100000,3
8846,2017-02-02,1.5,4,10,2.6
8847,2017-08-17,5.1,4.1,1000000,3.7
8848,2018-05-11,25.7,4.1,5000000,100
8849,2015-05-30,1.31,2.2,10000,5.8
8850,2018-04-27,1.7.7,4.1,100,28
8851,2017-05-16,3.1,2.2,1000,4.5
8852,2018-07-24,7.2.2,4.1,100,8.9
8853,2015-05-21,1.7,2.3,500,3.1
8854,2017-03-20,1.1,4.2,50,22
8855,2017-07-29,1.3,2.2,1000,9.9
8856,2017-09-19,2.1.1,4.1,500,49
8857,2018-02-22,1.1,4.0.3 ,10000,1.6
8858,2017-12-07,1.1.4,4.1,1000,8.9
8859,2017-04-23,1.0.6,2.3,5000,22
8860,2017-12-05,3,2.2,500,23
8861,2018-07-13,3.16,2.3.3 ,1000000,94
8862,2015-04-03,4.1.1,2.3.3 ,500,6.3
8863,2018-07-06,1.0.56,2.3.3 ,1000,1.1
8864,2018-07-16,1.5.6,5,1000000,95
8865,2018-07-31,3.4.06,4.4,10000000,21
8866,2016-08-09,1.2,2.2,1000,9.5
8867,2016-10-28,0.2,4,100,24
8868,2014-02-17,1.01,2.1,1000,1.5
8869,2017-11-20,2.0.0,4.3,10,24
8870,2018-07-25,1.0.1,4.1,10,7.9
8871,2018-02-06,1.1.0,4,1,5.3
8872,2017-03-14,4,4.2,0,1.2
8873,2018-08-07,1.0.7,5,10,12
8874,2017-10-06,1.1.0,4.4,500,5.7
8875,2018-02-06,1.0.6,4.1,100,13
8876,2018-03-27,3.1,2.2,50,24
8877,2017-11-29,8,4.0.3 ,1,54
8878,2018-01-17,1.1,4.0.3 ,1000,3.9
8879,2018-06-07,1.7.2,4.2,10000000,Varies with device
8880,2018-06-01,1.2.1,4.1,100000,Varies with device
8881,2018-07-13,1.44,4.1,5000000,51
8882,2018-08-01,V1.0.1,4.3,1000,49
8883,2018-06-07,1.1,4.4,10,1.3
8884,2018-07-11,0.8.2,4,1000,994k
8885,2017-10-07,0.22,4.1,500,3.6
8886,2018-06-30,4.1,4.0.3 ,100,4.1
8887,2018-08-06,1.18.8,4.0.3 ,10000000,66
8888,2018-02-11,14,4.0.3 ,1000,32
8889,2018-04-18,1.0.2,4,100,2.9
8890,2018-02-09,10.36,4.2,100000,8.9
8891,2018-05-10,1.0.13,5,10000,47
8892,2015-03-27,1,2.3,50000,2.1
8893,2018-06-29,4.9.0,4.1,10000,12
8894,2018-07-27,2.2.927,4.1,500000,7.8
8895,2018-07-25,3.1.2,4,100000000,15
8896,2018-07-24,3.98,4.2,1000000,25
8897,2018-06-05,4.8.7.8,4,100000000,14
8898,2018-06-05,3.3.1,4.0.3 ,10000000,10
8899,2018-07-23,1.5.9.9,4,10000000,8.9
8900,2016-02-07,1.8.0.4,4,1000000,4.8
8901,2016-06-29,3.0.0.2071,4,100000,3.2
8902,2016-04-01,6.4.0.4,4,10000000,4.7
8903,2017-08-16,Varies with device,4.0.3 ,1000000,Varies with device
8904,2016-12-23,1.12.23,4,1000000,2
8905,2018-08-01,4.0.8,4.2,5000000,14
8906,2018-04-26,2.0.0,4,100000,4.7
8907,2018-03-26,6.4.1,4.3,50000,22
8908,2017-02-23,3.1.3,4.0.3 ,500000,14
8909,2018-04-10,1.2.2.2,4.3,500000,4.3
8910,2018-03-07,Varies with device,Varies with device,5000000,Varies with device
8911,2017-01-09,1.3.0,2.3.3 ,1000000,5.2
8912,2015-10-15,1.1,4,50000,309k
8913,2018-08-04,8.5,4,100000,8.7
8914,2015-10-15,1.1,4,50000,485k
8915,2017-09-04,1.4.0,4,100000,2.5
8916,2017-10-03,1.5.0,4.1,100000,9.2
8917,2018-02-16,10.012,4.1,50000,39
8918,2018-06-01,11.0.2,4,100000,96
8919,2016-03-22,Varies with device,Varies with device,50000,Varies with device
8920,2018-08-04,0.7,1,50000,6.9
8921,2016-03-17,2.1,2.3.3 ,50000,9.8
8922,2018-07-13,1.0.3,4.1,5000,16
8923,2018-07-31,1.4.5.2,4.1,5000000,6.2
8924,2015-02-14,1,2.2,100000,914k
8925,2017-01-06,1.0.0,4.1,50000,8.2
8926,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
8927,2018-08-03,2.6.28,4.0.3 ,10000000,13
8928,2016-10-13,1.4,2.3,5000,48
8929,2018-03-12,1.1.2.0,1.6,10000,2.8
8930,2018-07-24,Varies with device,Varies with device,10000000,Varies with device
8931,2018-07-27,R1.4.14.B1.4,4.1,1000000,31
8932,2017-03-14,1.2.9,4.2,50000,1.3
8933,2018-07-17,3.0.3,4.3,10000,29
8934,2018-05-09,1.0.6,4.4,1000,17
8935,2018-05-29,1.27,4,5000,19
8936,2018-06-14,17,4,10000,2.6
8937,2018-07-26,V1.0.9,4,10000,71
8938,2018-01-20,3,4,10000,2.6
8939,2017-04-24,2.3.26,4.0.3 ,1000,14
8940,2017-01-19,0.0.5,4.3,1000,44
8941,2017-10-18,2.0.0,4.1,10000,5.1
8942,2017-07-07,10.4,4.2,50,11
8943,2018-06-02,1,4.1,1000,13
8944,2016-10-24,6.0.0,4.0.3 ,50000,2.6
8945,2017-06-02,1.0.8,4.0.3 ,10000,65
8946,2018-04-20,1.9.5,2.3,1000000,8.7
8947,2014-03-13,1.4,4,100000,903k
8948,2017-08-09,1.002,4.0.3 ,100,25
8949,2016-12-16,1.1,3,5000,4
8950,2017-10-28,1.06,4.2,50000,1.7
8951,2016-10-07,1.6.7,2.3,10000,2.4
8952,2018-07-17,1.0.10,4,100,8.5
8953,2018-07-24,1.3.5,4,50000,26
8954,2018-01-14,1.02,4,10000,2
8955,2018-01-20,5,4,1000,2.5
8956,2018-08-02,1,4.4,100,18
8957,2018-07-30,39.272.12,2.2,100000,2.9
8958,2016-10-20,1.1,4.1,1000,1.3
8959,2017-03-12,1,4.1,1000,1.7
8960,2015-10-08,1.2,4.0.3 ,100,2.7
8961,2017-07-23,1.09,4.2,1000,608k
8962,2016-07-21,R1.3.21.3,4.1,10000,22
8963,2018-03-11,3,4,5000,4.2
8964,2017-12-18,3.0.1,4.0.3 ,500000,41
8965,2018-07-17,V1.5.3,4.4,100000,65
8966,2017-10-23,1,4.1,50,16
8967,2016-04-25,1.2,4.0.3 ,100,15
8968,2017-09-19,1.0.0,2.2,100,9.3
8969,2017-03-02,1,4,500,4.2
8970,2017-10-26,1.0.0,4.1,10,5.1
8971,2016-11-16,1.0.2,2.2,10000,8.9
8972,2017-05-01,7,2.3.3 ,5000,24
8973,2018-04-12,1,4,1000,4
8974,2018-05-23,Varies with device,Varies with device,1000,Varies with device
8975,2016-07-07,1,3,100000,31
8976,2018-05-04,1.7.6,2.2,100000,9.5
8977,2018-06-21,1.2.7,4.1,100000,8.2
8978,2018-08-06,2.3.10,4.2,1000000,17
8979,2017-09-28,1,4.4,100000,1.8
8980,2018-01-23,Varies with device,Varies with device,10000,Varies with device
8981,2018-06-19,18.1.18164,4.1,10000,30
8982,2018-06-26,4.0.9,4.1,10000,31
8983,2017-05-04,3.7.1,2.2,100000,8.5
8984,2018-04-26,1,4.1,1000,6.3
8985,2018-08-04,Varies with device,Varies with device,1000000,10
8986,2018-07-13,1.0.5,5,10000,4.8
8987,2017-10-27,3.2,4.1,50000,6
8988,2018-06-05,1,4.2,100,5.8
8989,2018-07-02,1,4.1,10,6.3
8990,2017-07-26,1.0.5,2.3,5000,79
8991,2018-04-26,1,4.1,1000,6.3
8992,2016-04-14,2.5.0-prod,2.2,10000,2.4
8993,2017-06-16,0.9.0,4.1,1000,5
8994,2014-06-05,1.1.0.0,2.1,1000,2
8995,2017-03-26,1.0.0,4.1,1000,4.4
8996,2018-07-23,2.94,2.3.3 ,500000,8
8997,2017-11-28,Varies with device,4.1,10000,Varies with device
8998,2018-05-29,2.32.2,4.1,1000,39
8999,2018-05-14,1.1.2,5,500,3.5
9000,2016-04-19,1.2,2.2,1000,3.9
9001,2017-02-05,1,4.0.3 ,10000,9.8
9002,2018-07-24,26.1,4.1,100,5.9
9003,2018-07-25,69.1,4.1,100,15
9004,2018-04-28,1,4.1,1000,6.3
9005,2015-11-13,1,4.1,10,3
9006,2015-03-09,0.0.0.2,4,5000,2.2
9007,2018-07-31,4.1,4.1,100000,4.2
9008,2018-02-24,1.3,5,10000,16
9009,2017-04-05,1,1.6,100,1.5
9010,2017-05-27,Varies with device,Varies with device,1000,Varies with device
9011,2017-04-04,1.2,2.3,100,500k
9012,2017-06-09,1.1.12,2.3,1000,3.4
9013,2018-07-25,1.1.1,4,100,3.3
9014,2017-06-06,1.9,2.3.3 ,10000,13
9015,2017-02-05,1,2.3,10,2.5
9016,2018-07-09,4.2.2,4.1,10,10
9017,2018-08-05,1.7,4,500,3
9018,2014-11-27,1.4,2,5000,54k
9019,2018-05-30,3,4,10000,4.8
9020,2018-07-25,1.1.1,4,100,2.9
9021,2018-07-24,1.1.1,4,500,3
9022,2016-04-06,1,2.3,10,40
9023,2018-02-01,4.2.1,4,500000,11
9024,2017-05-09,1.0.10,4,500000,6.6
9025,2017-01-12,1.0.5,4,10000,16
9026,2018-08-02,Varies with device,Varies with device,5000,Varies with device
9027,2018-06-19,3.4,2.2,5000,1.6
9028,2015-01-09,1.1.0,2.2,500000,48
9029,2015-11-26,1.2.7,2.1,100000,4.6
9030,2016-07-15,1.4.4,4.1,5000,2.8
9031,2018-08-02,Varies with device,Varies with device,100,Varies with device
9032,2016-07-19,2,4.0.3 ,1000,23
9033,2018-04-15,1.4.6,4,5000,26
9034,2018-06-19,3.4,2.3,1000000,2.5
9035,2018-05-18,2.0.402,4.1,1000,24
9036,2018-02-16,1.5,4,10000,56
9037,2018-06-21,1.21,4.0.3 ,100000,4
9038,2016-04-28,1.131,3.2,1000,2.5
9039,2016-04-22,1.441,2.3,100000,40
9040,2017-07-06,1.2,4.1,10,73
9041,2018-08-04,1.7,4.1,10000,31
9042,2018-01-07,Varies with device,Varies with device,50000,Varies with device
9043,2018-07-29,1.1.1,4,500,45
9044,2018-07-14,1,4.1,1000,42
9045,2018-07-11,2,4.1,10000,39
9046,2017-03-28,1.0.3,1.5,500,48
9047,2018-08-06,1.5,4.0.3 ,5000,7.2
9048,2018-08-06,1.6,4,5000,10
9049,2014-03-11,1.0.9,2.2,10000,14
9050,2018-08-06,1.5,4.0.3 ,5000,11
9051,2016-05-10,3,4.1,5000,21
9052,2018-07-27,3,4.1,5000,32
9053,2017-10-09,1,4.1,10,47
